word,human_count,machine_count,human_rate,machine_rate,dominant_class,dominance_ratio,chi2,p_value,significant
kuzehlakalo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
esengamele,104,0,0.012672,0.0,human,inf,102.1942,0.0,True
obubanjwe,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
okuhlakaniphile,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
ngomfutho,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
abasebenze,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ukwenganyelwa,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
ebekiwei,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
zivama,22,0,0.002681,0.0,human,inf,19.9776,8e-06,True
esikhundla,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
khomba,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
benyuka,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
bephusha,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
sebeqedile,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
pika,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nengcebo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
bangazisebenzisa,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
phakade,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
ukunyusa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngala,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
okumela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wayehleli,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nosikhwama,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
esikhalweni,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
profesa,0,17,0.0,0.002081,machine,inf,15.147,9.9e-05,True
lokuphetha,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zomjaho,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
kwezokuphila,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
kwamacandelo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
welashwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
komhlaka,37,0,0.004508,0.0,human,inf,34.9437,0.0,True
nkomfa,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
luluncane,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ngithe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
welunga,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nokuvakashelwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
mzimba,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
sizwisise,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
assessment,30,0,0.003655,0.0,human,inf,27.9538,0.0,True
butho,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
womoya,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ezidleni,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ngezixha,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
eliqondile,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
ngokukhomba,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
rena,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
responsible,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nensangu,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
zincipha,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
eziceliwe,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
mholi,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
kuapreli,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lokwaluleka,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
kwemisebe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
umpumelelo,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
kokuphakama,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kumakomiti,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
efundweni,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
kuhlangatshezanwe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nokucishwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ukukhansela,0,22,0.0,0.002693,machine,inf,20.1677,7e-06,True
udeliwe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kungangeni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
izihluzi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
osethwe,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kwezinsalela,0,21,0.0,0.00257,machine,inf,19.1628,1.2e-05,True
amakhondomu,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwakungu,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
leyomininingwane,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
sisondele,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
obuhlukahlukene,0,41,0.0,0.005018,machine,inf,39.3039,0.0,True
irasidi,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
isikhona,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
inkontilaki,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
kwaqoshwa,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
ikwenziwe,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
oguqukile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
asobala,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
91a,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
engakhona,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
notshwala,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
odemokhrasi,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
angenisa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezishayisanayo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
njengomfundisi,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
zokuphakanyiswa,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
leluleke,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
isihawu,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
selilonke,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kumbono,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nasekuphakamiseni,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
ngesisisndo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kumtheshwana,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
ufakele,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
siqhuba,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ehlinzekela,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
bezokuvikela,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ezibalulwe,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
lezulu,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
okukhulwe,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
afisa,23,0,0.002802,0.0,human,inf,20.9738,5e-06,True
eyayisebenza,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
registrar,44,0,0.005361,0.0,human,inf,41.9416,0.0,True
ekungenisweni,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
babebuka,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
nababambi,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
wemihlaba,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
wongoti,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ndawana,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ukwethenjelwa,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ucassper,0,17,0.0,0.002081,machine,inf,15.147,9.9e-05,True
sokwamukeleka,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kokubandakanya,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ngempempe,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ongumfakela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
beijing,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sengike,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
izivumelwane,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
isitelingi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
okuyizinhlamvu,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ezicaciswe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
emjaho,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
yasechwebeni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
yesandla,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
okungokoqobo,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
zathuthukisa,0,18,0.0,0.002203,machine,inf,16.1503,5.9e-05,True
hene,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
imvama,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
sigungu,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
sidingide,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lasebhange,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
lekhasi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezinkanyezini,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ulwandlekazi,0,37,0.0,0.004529,machine,inf,35.2697,0.0,True
names,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
izizalo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
angamakhulu,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
ucabangele,0,51,0.0,0.006242,machine,inf,49.3999,0.0,True
ifulege,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
nokubumba,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nakule,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
desert,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
irc,24,0,0.002924,0.0,human,inf,21.9702,3e-06,True
njengosihlalo,27,0,0.00329,0.0,human,inf,24.961,1e-06,True
ebhodleleni,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
unako,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
esizobe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
lokuphakanyiswa,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
imemo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
amanxusa,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
omhlangano,29,0,0.003534,0.0,human,inf,26.956,0.0,True
wokukhululeka,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
lokummelwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
kwenhlanganiso,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
kwesithakazelo,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
lezigaba,0,17,0.0,0.002081,machine,inf,15.147,9.9e-05,True
yesikhahlamezi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngasho,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
abathumeli,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
yekhaya,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
uthandekile,0,19,0.0,0.002326,machine,inf,17.1541,3.4e-05,True
taalsentrum,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
uningizimu,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
iphupha,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ashone,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ngegxathu,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nekhefu,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ayisiyona,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
okunikwe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
venda,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
iyadlalwa,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
liphothuliwe,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
nengosi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
basathola,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ngamafa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
obushiwo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ngenqubekelaphambili,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
zaseafrika,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
kwesuliwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ngokusabalalisa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
libanjwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ezimboni,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
aphikise,0,15,0.0,0.001836,machine,inf,13.1421,0.000289,True
nozola,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
esinqala,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
sokukhoselisa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
izimvevane,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wabakhulisi,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
basin,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ehlulekile,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
ziphathelene,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yasenkantolo,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
wemayini,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
badiredi,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
wake,35,0,0.004265,0.0,human,inf,32.9457,0.0,True
okuthintekayo,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
yezimbiwa,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
centimeters,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
songaphansi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
till,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
unokuthula,0,15,0.0,0.001836,machine,inf,13.1421,0.000289,True
ligunyazwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
kufakazi,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
imhsi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
uyosungula,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
hey,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
akavumi,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
lwegems,0,45,0.0,0.005508,machine,inf,43.3406,0.0,True
benzi,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
kuzawuqiniswa,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ohlalayo,53,0,0.006458,0.0,human,inf,50.9493,0.0,True
ochitshiyelwe,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
kombutho,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
ngukusungula,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
elinquma,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
ucyril,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ukukukhokhela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwiphepha,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nesitifikedi,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
somlawuli,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
iyosiza,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
akusiso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
okuhumusha,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wezobujustice,0,8,0.0,0.000979,machine,inf,6.1597,0.013069,True
lamabhukwana,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
engumlingani,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
umabhalane,116,0,0.014134,0.0,human,inf,114.2998,0.0,True
okwengezela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
licelwa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
unocansi,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ezixubile,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
zehlukene,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nokungondleki,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
usomqulu,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
zwekazi,30,0,0.003655,0.0,human,inf,27.9538,0.0,True
abonile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wemukele,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wezihloko,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
ngamakhothama,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
odayirektha,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ezishintsha,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
zako,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
ungumshado,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
isitshulu,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
asemhlabathini,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ezehluka,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
njengabantwana,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
yesivumelwane,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
kwizimakethe,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
oyinakekelayo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ngokuyimpumelelo,13,0,0.001584,0.0,human,inf,11.0316,0.000896,True
uthandi,0,755,0.0,0.092411,machine,inf,792.9731,0.0,True
lechweba,25,0,0.003046,0.0,human,inf,22.9669,2e-06,True
asiphinde,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
zokuphoqelela,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
wehlelo,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
izindikimba,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
amagorila,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
mithathu,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
elikahulumeni,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
itshale,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
ezithathelanayo,14,0,0.001706,0.0,human,inf,12.0231,0.000525,True
zokuphuthumayo,0,23,0.0,0.002815,machine,inf,21.1728,4e-06,True
yisikhonzi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sombukiso,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ngokudalula,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nengculazi,64,0,0.007798,0.0,human,inf,61.9738,0.0,True
abakuzo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yinsika,0,271,0.0,0.03317,machine,inf,274.7733,0.0,True
umkhuzi,29,0,0.003534,0.0,human,inf,26.956,0.0,True
abamiswe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
zizohambisana,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
yemantshi,87,0,0.010601,0.0,human,inf,85.0757,0.0,True
yokwenze,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
imaki,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
wefamu,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
enakekela,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
kusonhlalakahle,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
eriphabhuliki,20,0,0.002437,0.0,human,inf,17.9863,2.2e-05,True
yokuhlawulisa,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yalapha,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ngokusizwa,18,0,0.002193,0.0,human,inf,15.9965,6.3e-05,True
kusomqulu,82,0,0.009991,0.0,human,inf,80.0478,0.0,True
nokusingatha,27,0,0.00329,0.0,human,inf,24.961,1e-06,True
uphampatha,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
okuzoqala,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
oyilandelayo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ophathwayo,0,25,0.0,0.00306,machine,inf,23.1841,1e-06,True
midlalwano,0,9,0.0,0.001102,machine,inf,7.1513,0.007491,True
kunga,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
okungesizo,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
yeprotein,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
ecindezela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
yaziswa,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
zomsindo,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
tlhokomelo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
iwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
okungathinta,0,19,0.0,0.002326,machine,inf,17.1541,3.4e-05,True
ithrekhi,0,13,0.0,0.001591,machine,inf,11.1401,0.000845,True
ekusingatheni,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
baphumeze,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
apho,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ezinhlobo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ekweletwayo,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
nochungechunge,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
nesikhulu,19,0,0.002315,0.0,human,inf,16.9912,3.8e-05,True
yimalini,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
zemaminerali,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
senelisekile,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
sekuhamba,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
baphikisa,0,56,0.0,0.006854,machine,inf,54.4531,0.0,True
zihlushwa,0,11,0.0,0.001346,machine,inf,9.1423,0.002498,True
ekameleni,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
lengxube,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
lokuzibambela,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
lihluka,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
umlayelo,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
ubukeze,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
uhlelomgomo,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
oluphenywayo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
okubanjelwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ongewona,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
esasizibekele,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
kwamamasipala,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
ongodliwe,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
411,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
banomthelela,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
wokushaya,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
lwaseafrika,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
obizelwe,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
oyibambele,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ezilwela,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
ufakwe,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
ezentengiselwano,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
kwimithethonkambiso,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
okohlanya,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
pins,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
ekufanele,21,0,0.002559,0.0,human,inf,18.9818,1.3e-05,True
komyalelo,34,0,0.004143,0.0,human,inf,31.947,0.0,True
udesmond,0,33,0.0,0.004039,machine,inf,31.2382,0.0,True
kgetha,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ngezimpelasonto,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
iyisithombe,0,13,0.0,0.001591,machine,inf,11.1401,0.000845,True
sezimakethe,8,0,0.000975,0.0,human,inf,6.0964,0.013546,True
engasizi,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
kwefarmers,0,6,0.0,0.000734,machine,inf,4.1908,0.040643,True
nofanele,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
dumelago,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
ukhalo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ababuzi,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
isihlanganyelo,15,0,0.001828,0.0,human,inf,13.0155,0.000309,True
ombhalo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
inqolobane,28,0,0.003412,0.0,human,inf,25.9584,0.0,True
kwechweba,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
onga,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
ngokosiko,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
okusobala,9,0,0.001097,0.0,human,inf,7.0789,0.0078,True
ozizwa,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
senqatshelwa,16,0,0.00195,0.0,human,inf,14.0086,0.000182,True
ingalo,10,0,0.001218,0.0,human,inf,8.0643,0.004514,True
yedokhumenti,0,14,0.0,0.001714,machine,inf,12.1407,0.000493,True
investing,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
yokuphakanyiswa,0,7,0.0,0.000857,machine,inf,5.1722,0.022951,True
sokuqapha,17,0,0.002071,0.0,human,inf,15.0023,0.000107,True
ethethwe,12,0,0.001462,0.0,human,inf,10.0411,0.001531,True
ukhanyile,0,10,0.0,0.001224,machine,inf,8.1457,0.004316,True
kweningi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
liphendula,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ukhomanda,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
wabahlushwa,7,0,0.000853,0.0,human,inf,5.118,0.023679,True
idaluliwe,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
walawo,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
ayenokukwazi,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
kwisikhathi,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
nasecanada,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
esinesikhalo,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
bobathathu,11,0,0.00134,0.0,human,inf,9.0519,0.002624,True
livumele,6,0,0.000731,0.0,human,inf,4.1456,0.041742,True
njengezinkanyezi,0,12,0.0,0.001469,machine,inf,10.1406,0.00145,True
eng,5,0,0.000609,0.0,human,inf,3.1829,0.074411,False
wawukhula,0,5,0.0,0.000612,machine,inf,3.2191,0.072784,False
